"opr_date","pnodes_xref","he01","he02","he03","he04","he05","he06","he07","he08","he09","he10","he11","he12","he13","he14","he15","he16","he17","he18","he19","he20","he21","he22","he23","he24","pnodes_xref","node_id","yes_objectid"
2024-03-10,1004944,46.28904,45.82564,,41.83939,41.44108,39.42052,43.71468,42.48000,12.03285,-12.07858,-19.00000,-22.62124,-22.46096,-20.75215,-19.30863,-16.80321,-0.39033,18.71688,42.49078,45.68955,45.53742,43.20125,42.42454,41.23320,1004944,TH_SP15_GEN-APND,
2024-03-11,1004944,33.73166,32.98294,30.96800,30.56111,31.08998,35.74540,53.19347,55.32025,23.46813,-5.35244,-18.64968,-30.00000,-30.42482,-34.05944,-34.56796,-32.64640,-19.41263,5.25841,42.63166,46.82287,45.00750,43.62347,40.16144,37.10548,1004944,TH_SP15_GEN-APND,
2024-03-12,1004944,27.20238,27.57862,27.18983,27.19346,28.30683,31.45939,43.61150,43.25878,19.65000,3.38032,-9.39785,-14.62454,-16.51239,-20.60866,-22.46479,-20.67119,-11.45963,13.20869,40.71569,46.06337,45.58403,42.43713,35.03279,29.69570,1004944,TH_SP15_GEN-APND,
2024-03-13,1004944,25.26335,22.72205,23.89644,23.87506,25.59195,34.40624,41.38081,42.25293,18.54002,-15.77836,-30.17760,-32.31285,-35.86657,-37.19783,-37.19922,-35.81847,-40.00000,-6.40641,37.49676,40.97582,42.07277,37.90502,36.36567,37.25240,1004944,TH_SP15_GEN-APND,
2024-03-14,1004944,38.73520,38.79074,32.35893,38.52860,37.16340,39.58430,48.99087,45.77791,21.90613,-15.26442,-27.82454,-31.40386,-32.61995,-33.93154,-32.44507,-28.71920,-20.44998,10.79184,40.48426,46.90475,44.66001,43.26235,39.26274,37.05542,1004944,TH_SP15_GEN-APND,
2024-03-15,1004944,30.39073,29.73354,30.20186,29.38661,29.54245,34.94314,49.38071,50.13720,35.60629,19.65472,7.12304,1.52976,-0.18727,0.66624,3.27372,8.38114,13.82922,33.83668,46.54457,48.25412,47.76617,46.62185,45.12852,39.48746,1004944,TH_SP15_GEN-APND,
2024-03-16,1004944,47.05310,43.34340,39.66601,39.94321,38.10472,45.95242,49.02957,47.52901,28.63000,13.34077,-11.89123,-15.00000,-15.01126,-15.18304,-16.45177,-12.09877,-2.55607,28.69658,44.46766,45.73866,46.32508,46.38469,41.84897,36.60396,1004944,TH_SP15_GEN-APND,
2024-03-17,1004944,33.30055,32.43042,32.05492,32.28028,32.14106,33.10495,34.45813,31.63687,8.25009,-21.60171,-42.19209,-46.33820,-46.98489,-46.83151,-46.46365,-38.42692,-16.94245,21.49885,41.10611,47.05239,45.74300,46.67372,42.12239,41.15454,1004944,TH_SP15_GEN-APND,
2024-03-18,1004944,39.50556,37.51054,37.61298,37.23225,42.53987,48.43054,55.30598,53.31208,33.68818,-1.00580,-6.41425,-12.27307,-12.44790,-10.91000,-11.22298,-4.82740,7.79554,35.23000,52.81455,65.00000,55.38081,52.47811,49.68447,38.64540,1004944,TH_SP15_GEN-APND,
2024-03-19,1004944,34.49692,31.73445,30.63915,30.85760,32.09955,40.00000,47.70250,41.46822,24.32506,-4.73911,-13.73000,-17.50942,-19.00000,-19.22544,-18.88152,-17.83848,-6.72749,21.15200,40.29139,49.54138,45.36274,40.75198,37.23247,30.41998,1004944,TH_SP15_GEN-APND,
2024-03-20,1004944,29.21883,29.06981,28.53585,28.28017,29.08001,33.36745,41.54903,36.87313,-0.11187,-22.16361,-32.73749,-36.80788,-37.31945,-37.69943,-33.68070,-32.91137,-24.36458,3.57163,35.14921,42.83269,37.70088,37.62298,34.66246,31.34906,1004944,TH_SP15_GEN-APND,
2024-03-21,1004944,25.40431,25.25048,25.19052,25.12494,28.95521,35.55794,46.55264,39.48022,-2.51748,-32.87170,-39.34617,-42.31642,-43.49119,-47.49792,-46.47384,-45.49087,-34.24601,2.12529,34.59640,44.53394,40.71445,39.89887,33.69891,32.29537,1004944,TH_SP15_GEN-APND,
2024-03-22,1004944,36.53566,30.54119,29.84113,30.00000,34.62937,47.21999,48.81326,48.02986,19.01006,1.39442,-6.97961,-12.50507,-18.59897,-20.06257,-19.10800,-16.41164,-2.00984,27.41950,39.38804,40.92604,39.46413,39.54579,38.35148,37.95001,1004944,TH_SP15_GEN-APND,
2024-03-23,1004944,28.53200,28.61967,28.21318,27.72252,28.40514,28.49361,32.49156,30.06357,24.81354,13.85569,-1.83402,-8.26530,-17.13119,-19.73096,-16.67552,-15.21095,-9.71154,8.62250,28.57029,29.40355,28.96183,28.80737,28.35336,26.07012,1004944,TH_SP15_GEN-APND,
2024-03-24,1004944,25.82020,25.24771,23.63013,21.16730,22.93052,23.96193,27.98744,21.15642,0.27567,-14.90894,-24.99739,-27.91434,-28.32499,-32.59775,-34.60109,-30.40274,-21.96643,-0.67110,28.78584,30.14853,30.00345,29.20273,28.50080,25.32414,1004944,TH_SP15_GEN-APND,
2024-03-25,1004944,26.13887,24.90352,23.92930,24.80176,27.06203,30.97170,50.78075,36.24710,-2.37289,-27.50000,-36.92825,-40.92843,-43.26897,-44.14075,-43.89112,-42.04160,-27.47315,3.28217,31.81551,37.39578,37.61273,33.80167,31.77852,28.33958,1004944,TH_SP15_GEN-APND,
2024-03-26,1004944,28.53396,25.13125,22.46261,22.79146,24.37423,30.25259,38.00121,31.54000,-8.03565,-38.67969,-41.11610,-44.24414,-45.33437,-44.62415,-44.46426,-43.81191,-39.45333,-14.13476,31.46811,35.61387,36.18722,35.68153,32.63463,31.79572,1004944,TH_SP15_GEN-APND,
2024-03-27,1004944,29.85658,29.55207,29.71711,29.93828,33.16555,46.00092,50.00000,47.78000,20.82013,-12.48019,-23.01610,-27.31610,-28.43888,-28.20659,-28.10897,-24.61147,-17.72103,12.86419,45.42064,47.29801,45.53960,45.04102,44.30593,40.00000,1004944,TH_SP15_GEN-APND,
