"asset_xref","schedulingcoordinator_seq","resourcebid_seq","resource_type"
1005278,245368,300575,GENERATOR
1005279,186119,279317,GENERATOR
1005280,468404,286291,INTERTIE
1005281,468404,343633,INTERTIE
1005282,505359,426166,GENERATOR
1005283,985834,590048,INTERTIE
1005284,985834,127073,INTERTIE
1005285,189093,174122,INTERTIE
1005286,190145,866802,INTERTIE
1005287,190145,769162,INTERTIE
1005288,124591,451660,GENERATOR
1005289,211849,624920,INTERTIE
1005290,476125,694990,INTERTIE
1005291,183056,249949,INTERTIE
1005292,245368,601560,INTERTIE
1005293,189093,407200,INTERTIE
1005294,139213,211538,GENERATOR
1005295,735081,109216,INTERTIE
1005296,183056,206616,INTERTIE
1005297,409867,848869,INTERTIE
1005298,409867,251123,INTERTIE
1005299,505359,122617,GENERATOR
1005300,115307,961915,INTERTIE
1005301,165846,181793,INTERTIE
1005302,169879,622472,GENERATOR
1005303,169879,755829,GENERATOR
1005304,505359,665071,GENERATOR
1005305,725439,102462,INTERTIE
1005306,505359,348237,GENERATOR
1005307,205428,506604,GENERATOR
1005308,205428,111755,GENERATOR
1005309,339577,575635,INTERTIE
1005310,132683,256065,INTERTIE
1005311,152321,196590,INTERTIE
1005312,640802,723665,GENERATOR
1005313,640802,638577,GENERATOR
1005314,128296,290077,INTERTIE
1005315,505359,197849,GENERATOR
1005316,169852,178766,GENERATOR
1005317,132683,202092,LOAD
1005318,364336,629955,GENERATOR
1005319,712391,417536,INTERTIE
1005320,167125,869568,INTERTIE
1005321,795476,572723,INTERTIE
1005322,795476,603394,INTERTIE
1005323,207413,791148,INTERTIE
1005324,115307,219458,INTERTIE
1005325,139213,345045,GENERATOR
1005326,189093,649835,INTERTIE
1005327,139213,199352,INTERTIE
1005328,794093,116146,LOAD
1005329,794093,200083,LOAD
1005330,794093,162332,LOAD
1005331,132683,764298,INTERTIE
1005332,132683,126523,INTERTIE
1005333,139213,451432,GENERATOR
1005334,139213,151240,GENERATOR
1005335,505359,464954,GENERATOR
1005336,189093,140034,INTERTIE
1005337,189093,120968,INTERTIE
1005338,831635,883610,INTERTIE
1005339,128296,482475,INTERTIE
1005340,831635,182215,INTERTIE
1005341,127576,736984,GENERATOR
1005342,245368,111534,INTERTIE
1005343,364336,207524,INTERTIE
1005344,128296,100421,INTERTIE
1005345,211849,714796,INTERTIE
1005346,115307,689253,INTERTIE
1005347,115307,587933,INTERTIE
1005348,640943,723018,INTERTIE
1005349,167125,112461,INTERTIE
1005350,183056,172388,INTERTIE
1005351,795476,318820,INTERTIE
1005352,146177,701224,GENERATOR
1005353,139213,915103,GENERATOR
1005354,152321,595818,INTERTIE
1005355,128296,173276,INTERTIE
1005356,102939,206934,GENERATOR
1005357,356556,285254,GENERATOR
1005358,410435,387647,INTERTIE
1005359,126187,196036,INTERTIE
1005360,907664,300710,GENERATOR
1005361,256211,149006,GENERATOR
1005362,907664,250942,GENERATOR
1005363,256211,130844,GENERATOR
1005364,484277,997702,INTERTIE
1005365,124591,450531,GENERATOR
1005366,356556,135581,GENERATOR
1005367,124591,146657,GENERATOR
1005368,484277,116188,INTERTIE
1005369,112406,184745,LOAD
1005370,256211,729742,GENERATOR
1005371,126187,957134,INTERTIE
1005372,907664,180912,GENERATOR
1005373,124591,435556,GENERATOR
1005374,124591,137823,GENERATOR
1005375,930281,822101,GENERATOR
1005376,146177,134945,GENERATOR
1005377,124591,122798,GENERATOR
1005378,930281,434411,GENERATOR
1005379,256211,699642,GENERATOR
1005380,930281,182816,GENERATOR
1005381,124591,283394,GENERATOR
1005382,256211,189185,GENERATOR
1005383,146177,160200,GENERATOR
1005384,126187,212040,GENERATOR
1005385,930281,695611,GENERATOR
1005386,124591,144038,GENERATOR
1005387,186317,713009,GENERATOR
1005388,256211,506514,GENERATOR
1005389,124591,142048,GENERATOR
1005390,124591,182171,GENERATOR
1005391,186317,187948,GENERATOR
1005392,505359,654441,GENERATOR
1005393,907664,168057,GENERATOR
1005394,356556,848593,GENERATOR
1005395,589323,358409,INTERTIE
1005396,930281,357542,GENERATOR
1005397,356556,114852,GENERATOR
1005398,124591,732827,GENERATOR
1005399,146177,646108,GENERATOR
1005400,124591,106029,GENERATOR
1005401,124591,741857,GENERATOR
1005402,124591,574806,GENERATOR
1005403,124591,607388,GENERATOR
1005404,256211,213370,GENERATOR
1005405,124591,953626,GENERATOR
1005406,124591,187331,GENERATOR
1005407,930281,285951,GENERATOR
1005408,484277,996429,GENERATOR
1005409,124591,127929,GENERATOR
1005410,205428,159961,GENERATOR
1005411,124591,128326,GENERATOR
1005412,930281,166728,GENERATOR
1005413,256211,191937,GENERATOR
1005414,124591,785216,GENERATOR
1005415,124591,256342,GENERATOR
1005416,124591,363485,GENERATOR
1005417,626300,941221,GENERATOR
1005418,256211,117022,GENERATOR
1005419,139213,141497,GENERATOR
1005420,256211,133231,GENERATOR
1005421,211345,140545,INTERTIE
1005422,211345,477365,INTERTIE
1005423,468404,957199,INTERTIE
1005424,187496,158756,GENERATOR
1005425,187496,161441,GENERATOR
1005426,187496,748149,GENERATOR
1005427,831635,204715,INTERTIE
1005428,831635,138779,INTERTIE
1005429,139213,157181,GENERATOR
1005430,139213,721764,GENERATOR
1005431,139213,705542,GENERATOR
1005432,189093,123648,INTERTIE
1005433,128296,858372,INTERTIE
1005434,124591,156675,GENERATOR
1005435,124591,919566,GENERATOR
1005436,735081,102001,GENERATOR
1005437,735081,266436,GENERATOR
1005438,735081,348908,GENERATOR
1005439,211345,379476,GENERATOR
1005440,907664,100611,GENERATOR
1005441,230680,135142,GENERATOR
1005442,169879,496387,GENERATOR
1005443,169879,286650,GENERATOR
1005444,169879,119603,GENERATOR
1005445,189093,203181,INTERTIE
1005446,169879,148244,GENERATOR
1005447,169879,558804,GENERATOR
1005448,194039,541512,INTERTIE
1005449,194039,159909,INTERTIE
1005450,827577,163406,INTERTIE
1005451,827577,433059,INTERTIE
1005452,364336,306316,INTERTIE
1005453,151594,605312,INTERTIE
1005454,538411,286121,INTERTIE
1005455,712391,364537,INTERTIE
1005456,245368,892832,GENERATOR
1005457,538411,174549,INTERTIE
1005458,712391,907950,INTERTIE
1005459,795476,285852,INTERTIE
1005460,795476,997745,INTERTIE
1005461,795476,336497,INTERTIE
1005462,795476,691933,INTERTIE
1005463,211849,288537,INTERTIE
1005464,827577,641485,INTERTIE
1005465,397663,101525,GENERATOR
1005466,152321,126600,INTERTIE
1005467,795476,727515,INTERTIE
1005468,183056,322552,INTERTIE
1005469,795476,542314,INTERTIE
1005470,505359,960058,INTERTIE
1005471,124591,189949,GENERATOR
1005472,476125,871304,INTERTIE
1005473,245368,650623,GENERATOR
1005474,124591,678483,GENERATOR
1005475,124591,420317,GENERATOR
1005476,124591,180449,GENERATOR
1005477,124591,223708,GENERATOR
1005478,245368,176680,GENERATOR
1005479,124591,791578,GENERATOR
1005480,505359,400446,GENERATOR
1005481,245368,345462,GENERATOR
1005482,245368,113373,GENERATOR
1005483,245368,207585,GENERATOR
1005484,124591,107958,GENERATOR
1005485,124591,829806,GENERATOR
1005486,124591,438981,GENERATOR
1005487,245368,858777,GENERATOR
1005488,187496,142445,GENERATOR
1005489,245368,134222,GENERATOR
1005490,124591,492863,GENERATOR
1005491,124591,262166,GENERATOR
1005492,124591,995013,GENERATOR
1005493,124591,250252,GENERATOR
1005494,124591,867701,GENERATOR
1005495,245368,113402,GENERATOR
1005496,245368,149495,GENERATOR
1005497,124591,756896,GENERATOR
1005498,124591,501530,GENERATOR
1005499,124591,984463,GENERATOR
1005500,245368,804741,GENERATOR
1005501,124591,711295,GENERATOR
1005502,124591,193075,GENERATOR
1005503,505359,154070,GENERATOR
1005504,124591,125376,GENERATOR
1005505,245368,155960,GENERATOR
1005506,124591,501586,GENERATOR
1005507,124591,102083,GENERATOR
1005508,124591,108731,GENERATOR
1005509,124591,208101,GENERATOR
1005510,124591,596962,GENERATOR
1005511,124591,619113,GENERATOR
1005512,245368,182568,GENERATOR
1005513,124591,372250,GENERATOR
1005514,245368,145917,GENERATOR
1005515,505359,210807,GENERATOR
1005516,352961,113665,GENERATOR
1005517,167872,566764,INTERTIE
1005518,189093,191665,INTERTIE
1005519,189093,434267,INTERTIE
1005520,665097,295231,GENERATOR
1005521,665097,504713,GENERATOR
1005522,665097,122637,GENERATOR
1005523,665097,199131,GENERATOR
1005524,189093,662340,INTERTIE
1005525,665097,708967,GENERATOR
1005526,665097,179594,GENERATOR
1005527,665097,497835,GENERATOR
1005528,665097,671130,GENERATOR
1005529,665097,178458,GENERATOR
1005530,665097,723870,GENERATOR
1005531,665097,214585,GENERATOR
1005532,665097,869171,GENERATOR
1005533,665097,193737,GENERATOR
1005534,665097,164854,GENERATOR
1005535,665097,168013,GENERATOR
1005536,665097,206365,GENERATOR
1005537,665097,789571,GENERATOR
1005538,665097,398482,GENERATOR
1005539,665097,825614,GENERATOR
1005540,665097,309418,GENERATOR
1005541,665097,821139,GENERATOR
1005542,665097,594803,GENERATOR
1005543,665097,781770,GENERATOR
1005544,665097,167157,GENERATOR
1005545,665097,498050,GENERATOR
1005546,665097,182653,GENERATOR
1005547,665097,440346,GENERATOR
1005548,665097,987525,GENERATOR
1005549,665097,211365,GENERATOR
1005550,665097,850854,GENERATOR
1005551,665097,454146,GENERATOR
1005552,665097,459218,GENERATOR
1005553,665097,190988,GENERATOR
1005554,665097,753185,GENERATOR
1005555,665097,530824,GENERATOR
1005556,665097,117449,GENERATOR
1005557,665097,173315,GENERATOR
1005558,665097,242402,GENERATOR
1005559,665097,671776,GENERATOR
1005560,189093,403240,INTERTIE
1005561,418593,198450,INTERTIE
1005562,364336,132587,INTERTIE
1005563,505359,816283,GENERATOR
1005564,505359,137365,GENERATOR
1005565,189093,816486,INTERTIE
1005566,864688,606863,INTERTIE
1005567,484277,205054,INTERTIE
1005568,484277,409841,INTERTIE
1005569,128296,167112,INTERTIE
1005570,187496,123314,GENERATOR
1005571,158459,113361,INTERTIE
1005572,505359,109389,INTERTIE
1005573,505359,699669,INTERTIE
1005574,505359,197394,INTERTIE
1005575,505359,178611,INTERTIE
1005576,505359,638577,GENERATOR
1005577,665097,593343,GENERATOR
1005578,151594,166625,INTERTIE
1005579,505359,208183,INTERTIE
1005580,505359,148705,INTERTIE
1005581,484277,603737,INTERTIE
1005582,147526,113940,GENERATOR
1005583,147526,122376,GENERATOR
1005584,505359,191737,INTERTIE
1005585,505359,710860,INTERTIE
1005586,158530,134339,INTERTIE
1005587,505359,723665,GENERATOR
1005588,665097,208658,GENERATOR
1005589,151594,149834,INTERTIE
1005590,505359,652701,INTERTIE
1005591,147526,178797,GENERATOR
1005592,146177,892354,GENERATOR
1005593,680164,673476,INTERTIE
1005594,808632,126482,INTERTIE
1005595,712391,892199,INTERTIE
1005596,665097,609349,GENERATOR
1005597,120902,191274,INTERTIE
1005598,151594,129302,INTERTIE
1005599,151594,325194,INTERTIE
1005600,151594,187567,INTERTIE
1005601,164602,144423,INTERTIE
1005602,800968,182748,INTERTIE
1005603,151594,140461,INTERTIE
1005604,151594,655933,INTERTIE
1005605,171989,667096,INTERTIE
1005606,147526,469274,GENERATOR
1005607,831635,141588,INTERTIE
1005608,944967,411806,INTERTIE
1005609,151594,211331,INTERTIE
1005610,481829,176065,INTERTIE
1005611,151594,830484,INTERTIE
1005612,505359,676708,GENERATOR
1005613,505359,305339,GENERATOR
1005614,505359,169041,GENERATOR
1005615,505359,955140,GENERATOR
1005616,505359,167234,GENERATOR
1005617,505359,615780,GENERATOR
1005618,505359,279578,GENERATOR
1005619,505359,151520,GENERATOR
1005620,505359,326700,GENERATOR
1005621,505359,204942,GENERATOR
1005622,505359,404734,GENERATOR
1005623,505359,768611,GENERATOR
1005624,505359,716337,GENERATOR
1005625,505359,794078,GENERATOR
1005626,505359,118488,GENERATOR
1005627,505359,321955,GENERATOR
1005628,505359,299251,GENERATOR
1005629,505359,409478,GENERATOR
1005630,505359,862170,GENERATOR
1005631,505359,131109,GENERATOR
1005632,505359,349082,GENERATOR
1005633,505359,447458,GENERATOR
1005634,505359,189195,GENERATOR
1005635,505359,134489,GENERATOR
1005636,505359,786668,GENERATOR
1005637,505359,193578,GENERATOR
1005638,505359,132998,GENERATOR
1005639,505359,154427,GENERATOR
1005640,505359,157320,GENERATOR
1005641,505359,197544,GENERATOR
1005642,505359,588677,GENERATOR
1005643,505359,776482,GENERATOR
1005644,505359,612889,GENERATOR
1005645,505359,143029,GENERATOR
1005646,505359,562119,GENERATOR
1005647,505359,262665,GENERATOR
1005648,505359,135254,GENERATOR
1005649,505359,905161,GENERATOR
1005650,505359,259439,GENERATOR
1005651,505359,121384,GENERATOR
1005652,505359,422245,GENERATOR
1005653,505359,776106,GENERATOR
1005654,505359,690714,GENERATOR
1005655,505359,370014,GENERATOR
1005656,505359,846423,GENERATOR
1005657,505359,571717,GENERATOR
1005658,505359,112414,GENERATOR
1005659,505359,611634,GENERATOR
1005660,505359,198507,GENERATOR
1005661,505359,306368,GENERATOR
1005662,505359,351480,GENERATOR
1005663,505359,279905,GENERATOR
1005664,665097,707533,GENERATOR
1005665,665097,184042,GENERATOR
1005666,561181,446282,INTERTIE
1005667,665097,270293,GENERATOR
1005668,665097,469782,GENERATOR
1005669,561181,115708,INTERTIE
1005670,665097,123037,GENERATOR
1005671,132149,447963,INTERTIE
1005672,795476,636958,INTERTIE
1005673,505359,205530,GENERATOR
1005674,189093,164498,INTERTIE
1005675,505359,987375,GENERATOR
1005676,505359,204871,GENERATOR
1005677,505359,177741,GENERATOR
1005678,505359,206042,GENERATOR
1005679,505359,691094,GENERATOR
1005680,505359,891976,GENERATOR
1005681,505359,135924,GENERATOR
1005682,186119,196377,INTERTIE
1005683,795476,113971,INTERTIE
1005684,795476,137758,INTERTIE
1005685,159517,147636,INTERTIE
1005686,856334,183926,INTERTIE
1005687,124591,118965,GENERATOR
1005688,589323,133710,INTERTIE
1005689,907664,154827,GENERATOR
1005690,907664,151586,GENERATOR
1005691,589323,685654,INTERTIE
1005692,589323,201188,INTERTIE
1005693,187496,630772,INTERTIE
1005694,907664,493609,GENERATOR
1005695,907664,310962,GENERATOR
1005696,680164,205091,INTERTIE
1005697,505359,881009,GENERATOR
1005698,907664,765108,GENERATOR
1005699,206037,609446,INTERTIE
1005700,907664,158606,GENERATOR
1005701,907664,182731,GENERATOR
1005702,158530,100467,INTERTIE
1005703,151594,701794,INTERTIE
1005704,831635,275737,INTERTIE
1005705,139213,132793,GENERATOR
1005706,203163,119959,INTERTIE
1005707,133439,610770,INTERTIE
1005708,167125,101797,INTERTIE
1005709,907664,729923,GENERATOR
1005710,900650,428512,GENERATOR
1005711,907664,115730,GENERATOR
1005712,907664,306399,GENERATOR
1005713,151594,123665,INTERTIE
1005714,139213,106122,INTERTIE
1005715,152321,731022,INTERTIE
1005716,856334,341328,INTERTIE
1005717,418299,327222,INTERTIE
1005718,410435,889499,INTERTIE
1005719,151594,199772,INTERTIE
1005720,100200,593993,GENERATOR
1005721,151594,306313,INTERTIE
1005722,245368,119030,INTERTIE
1005723,907664,154806,GENERATOR
1005724,730269,167793,LOAD
1005725,665097,251081,GENERATOR
1005726,907664,160216,GENERATOR
1005727,124591,153917,GENERATOR
1005728,124591,137728,GENERATOR
1005729,126187,265252,INTERTIE
1005730,151594,297499,INTERTIE
1005731,139213,372178,GENERATOR
1005732,152321,625784,INTERTIE
1005733,795476,918564,INTERTIE
1005734,900650,924028,INTERTIE
1005735,151594,450928,INTERTIE
1005736,189093,221757,INTERTIE
1005737,151594,626912,INTERTIE
1005738,152321,139389,INTERTIE
1005739,152321,185011,INTERTIE
1005740,476125,180145,INTERTIE
1005741,795476,413032,INTERTIE
1005742,151594,126604,INTERTIE
1005743,735081,178803,INTERTIE
1005744,735081,619967,INTERTIE
1005745,735081,808869,INTERTIE
1005746,735081,951391,INTERTIE
1005747,735081,288725,INTERTIE
1005748,735081,192546,INTERTIE
1005749,735081,103358,INTERTIE
1005750,735081,698360,INTERTIE
1005751,189093,324335,INTERTIE
1005752,735081,157370,INTERTIE
1005753,735081,327209,INTERTIE
1005754,735081,286280,INTERTIE
1005755,735081,561243,INTERTIE
1005756,735081,208913,INTERTIE
1005757,735081,925436,INTERTIE
1005758,139213,166139,GENERATOR
1005759,735081,794689,INTERTIE
1005760,735081,322536,INTERTIE
1005761,735081,501418,INTERTIE
1005762,735081,445662,INTERTIE
1005763,735081,539458,INTERTIE
1005764,735081,164592,INTERTIE
1005765,735081,344490,INTERTIE
1005766,735081,146920,INTERTIE
1005767,856334,159705,INTERTIE
1005768,926749,493048,INTERTIE
1005769,187496,413375,INTERTIE
1005770,856334,542617,INTERTIE
1005771,187496,866230,INTERTIE
1005772,795476,446206,INTERTIE
1005773,194039,891434,INTERTIE
1005774,194039,404505,INTERTIE
1005775,364336,208147,INTERTIE
1005776,712391,197521,GENERATOR
1005777,926749,212705,INTERTIE
1005778,926749,735814,INTERTIE
1005779,827577,872535,INTERTIE
1005780,245368,964140,INTERTIE
1005781,114882,135324,INTERTIE
1005782,106681,785460,LOAD
1005783,505359,369256,INTERTIE
1005784,857408,440265,LOAD
1005785,245368,147110,INTERTIE
1005786,120902,636159,INTERTIE
1005787,194660,498020,INTERTIE
1005788,463023,961257,GENERATOR
1005789,259501,567989,INTERTIE
1005790,463023,170224,GENERATOR
1005791,259501,103059,INTERTIE
1005792,463023,590225,GENERATOR
1005793,463023,837024,GENERATOR
1005794,463023,941221,GENERATOR
1005795,139213,180974,GENERATOR
1005796,189093,425383,INTERTIE
1005797,152321,203285,INTERTIE
1005798,189093,682718,INTERTIE
1005799,827577,908590,INTERTIE
1005800,827577,886950,INTERTIE
1005801,211630,849801,INTERTIE
1005802,151594,124724,INTERTIE
1005803,151594,254082,INTERTIE
1005804,795476,193483,INTERTIE
1005805,795476,151467,INTERTIE
1005806,795476,578626,INTERTIE
1005807,496955,198705,INTERTIE
1005808,784407,735803,GENERATOR
1005809,665855,927284,GENERATOR
1005810,735081,231017,GENERATOR
1005811,640802,328168,GENERATOR
1005812,407459,111549,GENERATOR
1005813,139213,707140,GENERATOR
1005814,761052,857306,GENERATOR
1005815,139213,612732,GENERATOR
1005816,101877,830513,GENERATOR
1005817,537733,117898,GENERATOR
1005818,567203,139799,GENERATOR
1005819,567203,585749,GENERATOR
1005820,187496,870487,GENERATOR
1005821,139213,113286,GENERATOR
1005822,200092,499676,INTERTIE
1005823,407459,555202,GENERATOR
1005824,434510,783922,GENERATOR
1005825,133037,364184,GENERATOR
1005826,784407,832455,GENERATOR
1005827,907664,265287,GENERATOR
1005828,303780,192395,INTERTIE
1005829,120902,142933,INTERTIE
1005830,988909,757875,INTERTIE
1005831,120902,100922,INTERTIE
1005832,141772,168681,INTERTIE
1005833,827577,938152,INTERTIE
1005834,827577,173629,INTERTIE
1005835,303780,303038,INTERTIE
1005836,303780,624074,INTERTIE
1005837,141772,447935,INTERTIE
1005838,141772,610706,INTERTIE
1005839,827577,171081,INTERTIE
1005840,900650,195913,INTERTIE
1005841,900650,132838,INTERTIE
1005842,242731,594567,LOAD
1005843,313881,176686,INTERTIE
1005844,827577,364269,INTERTIE
1005845,827577,212392,INTERTIE
